Order Number,Package,Name,Execution_Type,Priority,Status,Type,Created By,Created At,Last Updated At,Objective,Description,Notes,Pre Condition,Post Condition,Step Number,Step Description,Step Expected Result,Test_Script_Entry,Test_Script_Expected_Result
535,"IvyBridge|Q2_13|C0-web|20-instant-messaging|10-acceptance","01-components-integrated","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Check all services and components are integrated","We want to make sure all services and components are integrated","","","",1,"Execute commands: find / -name *empathy*, find / -name *telepathy*, find / -name *libsocialweb*","Config files, libraries, services and binaries are listed","",0
536,"IvyBridge|Q2_13|C0-web|20-instant-messaging|10-acceptance","02-service-launch","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Check all services and components can be launched","We want to make sure wa can launch components","","","",1,"Launch empathy from a command line with options version: e.g.: empathy -v","The version is the version expected","",0
"","","","","","","","","","","","","","","",2,"Launch Gnome Online Accounts via a command line","Application is launched","",""
"","","","","","","","","","","","","","","",3,"Launch empathy from a command line","Application is launched","",""
537,"IvyBridge|Q2_13|C0-web|20-instant-messaging|10-acceptance","03-service-launch","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Check the communicating endpoints establish communication","We want to make sure connection and session can be established successfully","","","",1,"Sign in","Communication is established and session is opened successfully","",0
538,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","01-service-listed","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Check pre-defined services","We want to make sure all popular IM services are available","QQ is to be confirmed","","",1,"Launch IM application","IM application is launched","",0
"","","","","","","","","","","","","","","",2,"Check the account list view","All services are listed: Facebook Chat, Google Talk, Jabber, Yahoo!, AIM, Twitter, Skype, QQ","",""
539,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","02-Facebook-account-signin","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Create a new account and sign in - Facebook","We want to make sure we can create an account and sign in","","","",1,"In account list, tap Facebook","Image of the service is displayed with fields name/Id and password","",0
"","","","","","","","","","","","","","","",2,"Enter valid ID and password","-","",""
"","","","","","","","","","","","","","","",3,"Valid","Account is created","",""
"","","","","","","","","","","","","","","",4,"Sign in","""Loading contacts"" progress is shown (or similar progress). Contact list is displayed","",""
540,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","03-Facebook-add-contact","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Add a contactB - Facebook","We want to make sure we can add a contact","","","",1,"Add contactB in the buddy list","-","",0
"","","","","","","","","","","","","","","",2,"UserB accepts the invitation","buddyB's status is displayed in the contact list. ClientB displays my presence","",""
541,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","04-Facebook-instant-message","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Send and receive a message to/from contactB - Facebook","We want to make sure we can send and receive a message to/from contactB","","","",1,"Send a message to buddyB","Message is received by clientB","",0
"","","","","","","","","","","","","","","",2,"On clientB, send a message to e.g. buddyA","Message from userB is received and displayed","",""
542,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","05-Facebook-share-presence","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Share presences with contactB - Facebook","We want to make sure we can update presence and see contacts' presence","","","",1,"On clientB, update the presence with a new value","-","",0
"","","","","","","","","","","","","","","",2,"On device check the presence of buddyB","On device, new presence status of contactB is well displayed","",""
"","","","","","","","","","","","","","","",3,"On device, update the presence with a new value","-","",""
"","","","","","","","","","","","","","","",4,"On clientB, check the presence of buddyA","On clientB, the new presence status of buddyA is well displayed","",""
543,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","06-GTalk-account-signin","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Create a new account and sign in - GTalk","We want to make sure we can create an account and sign in","","","",1,"In account list, tap Google Talk","Image of the service is displayed with fields name/Id and password","",0
"","","","","","","","","","","","","","","",2,"- Enter valid ID and password","-","",""
"","","","","","","","","","","","","","","",3,"- Valid","Account is created","",""
"","","","","","","","","","","","","","","",4,"- Sign in","""Loading contacts"" progress is shown (or similar progress). Contact list is displayed","",""
544,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","07-GTalk-add-contact","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Add a contactB - Gtalk","We want to make sure we can add a contact","","","",1,"Add contactB in the buddy list","-","",0
"","","","","","","","","","","","","","","",2,"UserB accepts the invitation","buddyB's status is displayed in the contact list. ClientB displays my presence","",""
545,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","08-GTalk-instant-message","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Send and receive a message to/from contactB - Gtalk","We want to make sure we can send and receive a message to/from contactB","","","",1,"Send a message to buddyB","Message is received by clientB","",0
"","","","","","","","","","","","","","","",2,"On clientB, send a message to e.g. buddyA","Message from userB is received and displayed","",""
546,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","09-GTalk-share-presence","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Share presences with contactB - Gtalk","We want to make sure we can update presence and see contacts' presence","","","",1,"On clientB, update the presence with a new value","-","",0
"","","","","","","","","","","","","","","",2,"On device check the presence of buddyB","On device, new presence status of contactB is well displayed","",""
"","","","","","","","","","","","","","","",3,"On device, update the presence with a new value","-","",""
"","","","","","","","","","","","","","","",4,"On clientB, check the presence of buddyA","On clientB, the new presence status of buddyA is well displayed","",""
547,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","0A-GTalk-voip","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Start and end a VoIP video call - GTalk","We want to make sure we can start a VOIP video call while connected to Facebook service","","","",1,"On device, open a chat with contactB","-","",0
"","","","","","","","","","","","","","","",2,"Tap video call button","Button allows to start a VoIP video call with contactB. Call status shows ""Calling...""","",""
"","","","","","","","","","","","","","","",3,"Accept the video call on clientB","Video status shows ""Connecting ..."". A video of the contact is shown and own video in a miniature","",""
"","","","","","","","","","","","","","","",4,"Check buttons","Buttons allow to end the video call, pause the video, mute/unmute audio, increase/decrease volume","",""
"","","","","","","","","","","","","","","",5,"Check call counter","A counter shows the duration of the video call","",""
"","","","","","","","","","","","","","","",6,"End the video call","Video window is closed. Call counter indicates the duration of the video call. Buttons are greyed out and become available again. Conversation with contactB is displayed","",""
548,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","0B-Jabber-account-signin","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Create a new account and sign in - Jabber","We want to make sure we can create an account and sign in","","","",1,"In account list, tap Jabber","Image of the service is displayed with fields name/Id and password","",0
"","","","","","","","","","","","","","","",2,"- Enter valid ID and password","-","",""
"","","","","","","","","","","","","","","",3,"- Valid","Account is created","",""
"","","","","","","","","","","","","","","",4,"- Sign in","""Loading contacts"" progress is shown (or similar progress). Contact list is displayed","",""
549,"IvyBridge|Q2_13|C0-web|20-instant-messaging|11-sanity","0C-Jabber-add-contact","Manual","P3","Designed","Functional positive","sdx","2013-03-28","2013-03-28","Add a contactB - Jabber","We want to make sure we can add a contact","","","",1,"Add contactB in the buddy list","-","",0
